patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
6626744,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(37.5297,-122.0392); (37.6689,-122.0797); (37.3394,-121.8939)', 'center_lat': 37.6689, 'center_lng': -122.0797, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
6679755,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(37.5483,-121.9875); (37.5297,-122.0392); (37.5483,-121.9875); (37.3394,-121.8939)', 'center_lat': 37.5483, 'center_lng': -121.9875, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7008303,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(37.3797,-122.1364); (37.5297,-122.0392); (37.6689,-122.0797)', 'center_lat': 37.6689, 'center_lng': -122.0797, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7452510,7,7,0,1,1000,1000,"{'number_of_inventors_in_cluster': 7, 'locations': '(37.4853,-122.2353); (37.3231,-122.0311); (37.5631,-122.3244); (37.3394,-121.8939); (37.5203,-122.2747); (37.2267,-121.9736); (37.775,-122.4183)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7599060,5,5,0,1,1000,1000,"{'number_of_inventors_in_cluster': 5, 'locations': '(37.8717,-122.2717); (37.5631,-122.3244); (37.3231,-122.0311); (37.2267,-121.9736); (37.4853,-122.2353)', 'center_lat': 37.2267, 'center_lng': -121.9736, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9472435,6,6,0,1,1000,1000,"{'number_of_inventors_in_cluster': 6, 'locations': '(37.3394,-121.8939); (37.5483,-121.9875); (37.5297,-122.0392); (37.3853,-122.1131); (37.3689,-122.0353); (37.3394,-121.8939)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9872341,6,6,0,1,1000,1000,"{'number_of_inventors_in_cluster': 6, 'locations': '(37.3394,-121.8939); (37.6819,-121.7669); (37.0058,-121.5672); (37.5297,-122.0392); (37.3394,-121.8939); (37.3853,-122.1131)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9288804,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(51.0833,4.3667); (51.5558,-1.7797)', 'center_lat': 51.5558, 'center_lng': -1.7797, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9398586,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(51.0833,4.3667); (51.5558,-1.7797)', 'center_lat': 51.5558, 'center_lng': -1.7797, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9538422,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(51.5558,-1.7797); (55.2083,-2.0784); (51.5558,-1.7797)', 'center_lat': 55.2083, 'center_lng': -2.0784, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9629042,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(51.3794,-2.3656); (51.3167,-0.5333); (51.5558,-1.7797)', 'center_lat': 51.5558, 'center_lng': -1.7797, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9699601,7,2,5,5,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(51.5167,-0.7); (51.4944,-2.2256)', 'center_lat': 51.5167, 'center_lng': -0.7, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.2145,34.9891)', 'center_lat': 32.2145, 'center_lng': 34.9891, 'country': 'Israel', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 3595.7836360476226}, {'number_of_inventors_in_cluster': 1, 'locations': '(49.25,-123.1333)', 'center_lat': 49.25, 'center_lng': -123.1333, 'country': 'Canada', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 7557.452542384835}, {'number_of_inventors_in_cluster': 2, 'locations': '(37.3394,-121.8939); (37.3861,-122.0828)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 8603.902727455756}, {'number_of_inventors_in_cluster': 1, 'locations': '(-33.8794,151.2506)', 'center_lat': -33.8794, 'center_lng': 151.2506, 'country': 'Australia', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 17031.189252014625}]"
9699696,5,3,2,3,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(51.3794,-2.3656); (51.5167,-0.7); (51.5112,-0.1198)', 'center_lat': 51.5167, 'center_lng': -0.7, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(49.25,-123.1333)', 'center_lat': 49.25, 'center_lng': -123.1333, 'country': 'Canada', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 7557.452542384835}, {'number_of_inventors_in_cluster': 1, 'locations': '(12.9833,77.5833)', 'center_lat': 12.9833, 'center_lng': 77.5833, 'country': 'India', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 8072.984892525714}]"
9717068,3,1,2,3,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(-33.8794,151.2506)', 'center_lat': -33.8794, 'center_lng': 151.2506, 'country': 'Australia', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(49.25,-123.1333)', 'center_lat': 49.25, 'center_lng': -123.1333, 'country': 'Canada', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 12496.981368546087}, {'number_of_inventors_in_cluster': 1, 'locations': '(51.5558,-1.7797)', 'center_lat': 51.5558, 'center_lng': -1.7797, 'country': 'United Kingdom', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 17093.006281702357}]"
9729396,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(51.5,-1.25); (51.4545,-2.5879)', 'center_lat': 51.5, 'center_lng': -1.25, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(40.4182,-3.7091)', 'center_lat': 40.4182, 'center_lng': -3.7091, 'country': 'Spain', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 1246.623614886708}]"
9807652,5,3,2,3,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(51.3794,-2.3656); (51.5167,-0.7); (51.5112,-0.1198)', 'center_lat': 51.5167, 'center_lng': -0.7, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(49.25,-123.1333)', 'center_lat': 49.25, 'center_lng': -123.1333, 'country': 'Canada', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 7557.452542384835}, {'number_of_inventors_in_cluster': 1, 'locations': '(12.9833,77.5833)', 'center_lat': 12.9833, 'center_lng': 77.5833, 'country': 'India', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 8072.984892525714}]"
9843479,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(51.5,-1.25); (51.4545,-2.5879)', 'center_lat': 51.5, 'center_lng': -1.25, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(40.4182,-3.7091)', 'center_lat': 40.4182, 'center_lng': -3.7091, 'country': 'Spain', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 1246.623614886708}]"
9844070,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(51.4,-1.2667); (51.4545,-2.5879)', 'center_lat': 51.4545, 'center_lng': -2.5879, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9894535,4,2,2,3,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(51.3794,-2.3656); (51.5558,-1.7797)', 'center_lat': 51.3794, 'center_lng': -2.3656, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(42.1783,-87.9978)', 'center_lat': 42.1783, 'center_lng': -87.9978, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 6222.096650355038}, {'number_of_inventors_in_cluster': 1, 'locations': '(37.5483,-121.9875)', 'center_lat': 37.5483, 'center_lng': -121.9875, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 8518.83344678415}]"
7818308,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(42.3958,-71.1792); (42.375,-71.1061); (42.3278,-71.2278)', 'center_lat': 42.3278, 'center_lng': -71.2278, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(35.0844,-106.6506)', 'center_lat': 35.0844, 'center_lng': -106.6506, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3152.736126286853}]"
8190437,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(42.3317,-71.1217); (42.4183,-71.1067); (42.3875,-71.1)', 'center_lat': 42.3317, 'center_lng': -71.1217, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(52.2048,0.1095)', 'center_lat': 52.2048, 'center_lng': 0.1095, 'country': 'United Kingdom', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 5261.681678284449}]"
8301448,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(42.5464,-71.1742); (42.3278,-71.2278); (42.5436,-71.65)', 'center_lat': 42.3278, 'center_lng': -71.2278, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8332223,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(42.3317,-71.1217); (42.4183,-71.1067); (42.3875,-71.1)', 'center_lat': 42.3317, 'center_lng': -71.1217, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(52.2048,0.1095)', 'center_lat': 52.2048, 'center_lng': 0.1095, 'country': 'United Kingdom', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 5261.681678284449}]"
8386263,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(42.3317,-71.1217); (42.4183,-71.1067); (42.3875,-71.1)', 'center_lat': 42.3317, 'center_lng': -71.1217, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(52.2048,0.1095)', 'center_lat': 52.2048, 'center_lng': 0.1095, 'country': 'United Kingdom', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 5261.681678284449}]"
8620657,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(42.3317,-71.1217); (42.4183,-71.1067); (42.3875,-71.1)', 'center_lat': 42.3317, 'center_lng': -71.1217, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(52.2048,0.1095)', 'center_lat': 52.2048, 'center_lng': 0.1095, 'country': 'United Kingdom', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 5261.681678284449}]"
9002710,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(42.5464,-71.1742); (42.3278,-71.2278); (42.5436,-71.65)', 'center_lat': 42.3278, 'center_lng': -71.2278, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9368109,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(44.9073,8.6117); (45.1333,7.2333)', 'center_lat': 45.1333, 'center_lng': 7.2333, 'country': 'Italy', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(42.4183,-71.1067)', 'center_lat': 42.4183, 'center_lng': -71.1067, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 6039.508328801153}]"
9373330,5,4,1,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(44.9073,8.6117); (45.1333,7.2333); (45.05,7.6667); (45.05,7.6667)', 'center_lat': 45.1333, 'center_lng': 7.2333, 'country': 'Italy', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(42.4183,-71.1067)', 'center_lat': 42.4183, 'center_lng': -71.1067, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 6039.508328801153}]"
9728191,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(44.9073,8.6117); (45.05,7.6667); (45,7.6833)', 'center_lat': 45.05, 'center_lng': 7.6667, 'country': 'Italy', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(42.4183,-71.1067)', 'center_lat': 42.4183, 'center_lng': -71.1067, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 6073.997222651558}]"
9865266,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(44.9073,8.6117); (45.1333,7.2333)', 'center_lat': 45.1333, 'center_lng': 7.2333, 'country': 'Italy', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(42.4183,-71.1067)', 'center_lat': 42.4183, 'center_lng': -71.1067, 'country': 'United States', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 6039.508328801153}]"
7041469,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(37.3394,-121.8939); (37.2872,-121.9489); (37.3394,-121.8939); (37.1306,-121.6533)', 'center_lat': 37.2872, 'center_lng': -121.9489, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7179657,6,6,0,1,1000,1000,"{'number_of_inventors_in_cluster': 6, 'locations': '(32.7153,-117.1564); (33.1581,-117.3497); (32.7153,-117.1564); (32.7153,-117.1564); (33.0417,-116.8672); (36.6178,-121.9156)', 'center_lat': 36.6178, 'center_lng': -121.9156, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7255832,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.3394,-121.8939); (36.6178,-121.9156)', 'center_lat': 36.6178, 'center_lng': -121.9156, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7291481,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(37.3394,-121.8939); (37.2872,-121.9489); (37.3394,-121.8939); (37.1306,-121.6533)', 'center_lat': 37.2872, 'center_lng': -121.9489, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7553675,6,6,0,1,1000,1000,"{'number_of_inventors_in_cluster': 6, 'locations': '(32.7153,-117.1564); (33.1581,-117.3497); (32.7153,-117.1564); (32.7153,-117.1564); (33.0417,-116.8672); (36.6178,-121.9156)', 'center_lat': 36.6178, 'center_lng': -121.9156, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8030091,6,6,0,1,1000,1000,"{'number_of_inventors_in_cluster': 6, 'locations': '(32.7153,-117.1564); (33.1581,-117.3497); (32.7153,-117.1564); (32.7153,-117.1564); (33.0417,-116.8672); (36.6178,-121.9156)', 'center_lat': 36.6178, 'center_lng': -121.9156, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8430460,4,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(43.4489,-4.9307); (42.8141,-1.6412)', 'center_lat': 42.8141, 'center_lng': -1.6412, 'country': 'Spain', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9848983,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(38.4406,-122.7133); (38.5472,-122.8153); (38.5472,-122.8153); (38.5472,-122.8153)', 'center_lat': 38.5472, 'center_lng': -122.8153, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7603700,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(38.9981,-77.2886); (38.9981,-77.2886)', 'center_lat': 38.9981, 'center_lng': -77.2886, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7996881,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(39.1156,-77.5639); (38.9981,-77.2886); (38.9981,-77.2886); (38.8008,-77.3258)', 'center_lat': 38.9981, 'center_lng': -77.2886, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
