patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
8231044,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(33.6408,-117.6022); (33.6694,-117.8222)', 'center_lat': 33.6694, 'center_lng': -117.8222, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8251274,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(33.6408,-117.6022); (33.6694,-117.8222)', 'center_lat': 33.6694, 'center_lng': -117.8222, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8308050,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(33.6408,-117.6022); (33.6694,-117.8222)', 'center_lat': 33.6694, 'center_lng': -117.8222, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8511536,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(33.6408,-117.6022); (33.6694,-117.8222); (33.6694,-117.8222)', 'center_lat': 33.6694, 'center_lng': -117.8222, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8544717,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(33.6408,-117.6022); (33.6694,-117.8222); (33.6694,-117.8222)', 'center_lat': 33.6694, 'center_lng': -117.8222, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8573468,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(33.6408,-117.6022); (33.6694,-117.8222); (33.6694,-117.8222)', 'center_lat': 33.6694, 'center_lng': -117.8222, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8584922,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(33.6408,-117.6022); (33.6694,-117.8222); (33.6694,-117.8222)', 'center_lat': 33.6694, 'center_lng': -117.8222, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8651354,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(33.6408,-117.6022); (33.6694,-117.8222)', 'center_lat': 33.6694, 'center_lng': -117.8222, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8746537,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(33.6408,-117.6022); (33.6694,-117.8222); (33.6694,-117.8222)', 'center_lat': 33.6694, 'center_lng': -117.8222, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8926760,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(33.6408,-117.6022); (33.6694,-117.8222); (33.6694,-117.8222); (33.6603,-117.9983)', 'center_lat': 33.6694, 'center_lng': -117.8222, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9527189,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(33.6408,-117.6022); (33.6694,-117.8222); (33.6694,-117.8222); (33.6603,-117.9983)', 'center_lat': 33.6694, 'center_lng': -117.8222, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9887607,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(39.785,-85.7694); (40.2628,-85.6758); (39.9975,-85.7467)', 'center_lat': 39.9975, 'center_lng': -85.7467, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9116830,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(30.085,-97.84); (30.2669,-97.7428); (30.5081,-97.6786)', 'center_lat': 30.2669, 'center_lng': -97.7428, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
6785558,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(37.3231,-122.0311); (37.3394,-121.8939); (37.3542,-121.9542); (37.3394,-121.8939)', 'center_lat': 37.3231, 'center_lng': -122.0311, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
6801767,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(37.3689,-122.0353); (37.3394,-121.8939); (37.3853,-122.1131); (37.2872,-121.9489)', 'center_lat': 37.3689, 'center_lng': -122.0353, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7920858,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(42.5997,-71.3678); (42.865,-71.4939)', 'center_lat': 42.865, 'center_lng': -71.4939, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7969965,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(43.1339,-70.9269); (42.9464,-71.5164); (42.865,-71.4939)', 'center_lat': 42.865, 'center_lng': -71.4939, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8160570,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(42.5997,-71.3678); (42.865,-71.4939)', 'center_lat': 42.865, 'center_lng': -71.4939, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9690655,5,5,0,1,1000,1000,"{'number_of_inventors_in_cluster': 5, 'locations': '(37.3542,-121.9542); (37.3542,-121.9542); (37.3542,-121.9542); (37.3542,-121.9542); (37.4539,-122.1811)', 'center_lat': 37.3542, 'center_lng': -121.9542, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9798334,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(37.3542,-121.9542); (37.3542,-121.9542); (37.3542,-121.9542); (37.4539,-122.1811)', 'center_lat': 37.4539, 'center_lng': -122.1811, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8621618,7,6,1,2,1000,1000,"{'number_of_inventors_in_cluster': 6, 'locations': '(33.89,-84.1431); (33.6889,-78.8869); (41.8661,-88.1069); (33.7489,-84.3881); (33.7489,-84.3881); (33.7489,-84.3881)', 'center_lat': 33.7489, 'center_lng': -84.3881, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3861,-122.0828)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3410.687536108261}]"
8931095,7,6,1,2,1000,1000,"{'number_of_inventors_in_cluster': 6, 'locations': '(33.89,-84.1431); (33.6889,-78.8869); (41.8661,-88.1069); (33.7489,-84.3881); (33.7489,-84.3881); (33.7489,-84.3881)', 'center_lat': 33.7489, 'center_lng': -84.3881, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(41.8239,-71.4133)', 'center_lat': 41.8239, 'center_lng': -71.4133, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1448.4915029364945}]"
9319426,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(30.2669,-97.7428); (30.2669,-97.7428); (30.2669,-97.7428)', 'center_lat': 30.2669, 'center_lng': -97.7428, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(33.7489,-84.3881)', 'center_lat': 33.7489, 'center_lng': -84.3881, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1316.230712078687}]"
9426226,5,4,1,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(42.2458,-71.2833); (41.57,-71.0735); (42.3875,-71.1); (41.8239,-71.4133)', 'center_lat': 41.8239, 'center_lng': -71.4133, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(31.78,35.23)', 'center_lat': 31.78, 'center_lng': 35.23, 'country': 'N/A', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 8920.714100650142}]"
9560062,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(30.2669,-97.7428); (30.2669,-97.7428); (30.2669,-97.7428)', 'center_lat': 30.2669, 'center_lng': -97.7428, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(33.7489,-84.3881)', 'center_lat': 33.7489, 'center_lng': -84.3881, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1316.230712078687}]"
9762626,5,4,1,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(42.2458,-71.2833); (41.57,-71.0735); (42.3875,-71.1); (41.8239,-71.4133)', 'center_lat': 41.8239, 'center_lng': -71.4133, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(31.78,35.23)', 'center_lat': 31.78, 'center_lng': 35.23, 'country': 'N/A', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 8920.714100650142}]"
7226447,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(37.3542,-121.9542); (37.3861,-122.0828); (37.3394,-121.8939)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(42.5464,-71.1742)', 'center_lat': 42.5464, 'center_lng': -71.1742, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4310.836960945149}]"
7655003,4,2,2,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(42.7344,-71.325); (42.9125,-71.125)', 'center_lat': 42.9125, 'center_lng': -71.125, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(37.7417,-121.1233); (37.5072,-122.2594)', 'center_lat': 37.7417, 'center_lng': -121.1233, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4214.538087176854}]"
7662133,6,3,3,3,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(42.6986,-71.1356); (42.0653,-71.2483); (42.5064,-71.0733)', 'center_lat': 42.0653, 'center_lng': -71.2483, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(35.0867,-89.81)', 'center_lat': 35.0867, 'center_lng': -89.81, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1785.355104305682}, {'number_of_inventors_in_cluster': 2, 'locations': '(37.3861,-122.0828); (37.5203,-122.2747)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4314.36776097527}]"
7942881,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(42.5,-70.8583)', 'center_lat': 42.5, 'center_lng': -70.8583, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(39.645,-106.5936)', 'center_lat': 39.645, 'center_lng': -106.5936, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2990.0942742433954}]"
7951142,8,3,5,3,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(37.7417,-121.1233); (37.3861,-122.0828); (37.5072,-122.2594)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(43.0972,-89.5042); (43.0972,-89.5042)', 'center_lat': 43.0972, 'center_lng': -89.5042, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2818.242297544247}, {'number_of_inventors_in_cluster': 3, 'locations': '(42.7344,-71.325); (42.8583,-70.9306); (43.2658,-70.865)', 'center_lat': 42.8583, 'center_lng': -70.9306, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4324.513109223146}]"
8052675,4,2,2,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(42.7344,-71.325); (42.9125,-71.125)', 'center_lat': 42.9125, 'center_lng': -71.125, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(37.7417,-121.1233); (37.5072,-122.2594)', 'center_lat': 37.7417, 'center_lng': -121.1233, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4214.538087176854}]"
8066700,10,4,6,3,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(42.7344,-71.325); (42.8583,-70.9306); (43.2658,-70.865); (42.7069,-71.1636)', 'center_lat': 42.7344, 'center_lng': -71.325, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 3, 'locations': '(43.0972,-89.5042); (42.9608,-89.4697); (43.0972,-89.5042)', 'center_lat': 42.9608, 'center_lng': -89.4697, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1476.5716838280184}, {'number_of_inventors_in_cluster': 3, 'locations': '(37.7417,-121.1233); (37.3861,-122.0828); (37.5072,-122.2594)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4295.114742487717}]"
8348934,4,2,2,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(42.7344,-71.325); (42.9125,-71.125)', 'center_lat': 42.9125, 'center_lng': -71.125, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(37.7417,-121.1233); (37.5072,-122.2594)', 'center_lat': 37.7417, 'center_lng': -121.1233, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4214.538087176854}]"
8377058,8,3,5,3,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(37.7417,-121.1233); (37.3861,-122.0828); (37.5072,-122.2594)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(43.0972,-89.5042); (43.0972,-89.5042)', 'center_lat': 43.0972, 'center_lng': -89.5042, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2818.242297544247}, {'number_of_inventors_in_cluster': 3, 'locations': '(42.7344,-71.325); (42.8583,-70.9306); (43.2658,-70.865)', 'center_lat': 42.8583, 'center_lng': -70.9306, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4324.513109223146}]"
8500734,8,3,5,3,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(37.7417,-121.1233); (37.3861,-122.0828); (37.5072,-122.2594)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(43.0972,-89.5042); (43.0972,-89.5042)', 'center_lat': 43.0972, 'center_lng': -89.5042, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2818.242297544247}, {'number_of_inventors_in_cluster': 3, 'locations': '(42.7344,-71.325); (42.8583,-70.9306); (43.2658,-70.865)', 'center_lat': 42.8583, 'center_lng': -70.9306, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4324.513109223146}]"
8603082,4,2,2,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(42.9125,-71.125); (42.7344,-71.325)', 'center_lat': 42.9125, 'center_lng': -71.125, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(37.7417,-121.1233); (37.5072,-122.2594)', 'center_lat': 37.7417, 'center_lng': -121.1233, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4214.538087176854}]"
8758367,11,9,2,3,1000,1000,"{'number_of_inventors_in_cluster': 9, 'locations': '(41.8536,-71.7586); (41.9667,-71.4333); (42.0333,-71.2194); (41.6769,-71.2667); (42.5,-70.8583); (41.7,-71.4167); (42.5583,-71.2694); (42.0867,-71.475); (42.0333,-71.2194)', 'center_lat': 42.0333, 'center_lng': -71.2194, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(30.2394,-81.3858)', 'center_lat': 30.2394, 'center_lng': -81.3858, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1595.277518657341}, {'number_of_inventors_in_cluster': 1, 'locations': '(39.6403,-106.3736)', 'center_lat': 39.6403, 'center_lng': -106.3736, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2948.5306245197926}]"
8795312,4,2,2,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(42.425,-71.0667); (42.5,-70.8583)', 'center_lat': 42.5, 'center_lng': -70.8583, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(39.645,-106.5936); (39.645,-106.5936)', 'center_lat': 39.645, 'center_lng': -106.5936, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2990.0942742433954}]"
8956347,4,2,2,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(42.9125,-71.125); (42.7344,-71.325)', 'center_lat': 42.9125, 'center_lng': -71.125, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(37.7417,-121.1233); (37.5072,-122.2594)', 'center_lat': 37.7417, 'center_lng': -121.1233, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4214.538087176854}]"
9155547,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(42.5,-70.8583)', 'center_lat': 42.5, 'center_lng': -70.8583, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(39.645,-106.5936)', 'center_lat': 39.645, 'center_lng': -106.5936, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2990.0942742433954}]"
9370397,8,3,5,3,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(37.7417,-121.1233); (37.3861,-122.0828); (37.5072,-122.2594)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(43.0972,-89.5042); (43.0972,-89.5042)', 'center_lat': 43.0972, 'center_lng': -89.5042, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2818.242297544247}, {'number_of_inventors_in_cluster': 3, 'locations': '(42.7344,-71.325); (42.8583,-70.9306); (43.2658,-70.865)', 'center_lat': 42.8583, 'center_lng': -70.9306, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4324.513109223146}]"
9439705,4,2,2,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(42.425,-71.0667); (42.5,-70.8583)', 'center_lat': 42.5, 'center_lng': -70.8583, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(39.645,-106.5936); (39.645,-106.5936)', 'center_lat': 39.645, 'center_lng': -106.5936, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2990.0942742433954}]"
9572564,11,9,2,3,1000,1000,"{'number_of_inventors_in_cluster': 9, 'locations': '(41.8536,-71.7586); (41.7061,-71.5236); (42.0333,-71.2194); (41.6769,-71.2667); (42.5,-70.8583); (41.7,-71.4167); (42.3708,-71.1833); (42.0867,-71.475); (42.0333,-71.2194)', 'center_lat': 42.0333, 'center_lng': -71.2194, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(30.2394,-81.3858)', 'center_lat': 30.2394, 'center_lng': -81.3858, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1595.277518657341}, {'number_of_inventors_in_cluster': 1, 'locations': '(39.6403,-106.3736)', 'center_lat': 39.6403, 'center_lng': -106.3736, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2948.5306245197926}]"
9931150,11,9,2,3,1000,1000,"{'number_of_inventors_in_cluster': 9, 'locations': '(41.8536,-71.7586); (41.7061,-71.5236); (42.0333,-71.2194); (41.6769,-71.2667); (42.5,-70.8583); (41.7,-71.4167); (42.3708,-71.1833); (42.0867,-71.475); (42.0333,-71.2194)', 'center_lat': 42.0333, 'center_lng': -71.2194, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(30.2394,-81.3858)', 'center_lat': 30.2394, 'center_lng': -81.3858, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1595.277518657341}, {'number_of_inventors_in_cluster': 1, 'locations': '(39.645,-106.5936)', 'center_lat': 39.645, 'center_lng': -106.5936, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2966.423103547313}]"
8425565,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(41.7989,-111.8183); (41.7356,-111.8336)', 'center_lat': 41.7356, 'center_lng': -111.8336, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7477206,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(34.0522,-118.2428); (34.0736,-118.3994); (34.1478,-118.1436)', 'center_lat': 34.0522, 'center_lng': -118.2428, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(43.5094,-80.4625)', 'center_lat': 43.5094, 'center_lng': -80.4625, 'country': 'Canada', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 3406.348841126117}]"
7508589,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(34.0522,-118.2428)', 'center_lat': 34.0522, 'center_lng': -118.2428, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(40.015,-105.27)', 'center_lat': 40.015, 'center_lng': -105.27, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 1326.7743533811167}]"
7517081,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(34.0522,-118.2428); (37.8217,-121.9989)', 'center_lat': 34.0522, 'center_lng': -118.2428, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7583437,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(34.0522,-118.2428)', 'center_lat': 34.0522, 'center_lng': -118.2428, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(43.5094,-80.4625)', 'center_lat': 43.5094, 'center_lng': -80.4625, 'country': 'Canada', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 3406.348841126117}]"
7633666,2,1,1,2,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(34.0522,-118.2428)', 'center_lat': 34.0522, 'center_lng': -118.2428, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(43.5094,-80.4625)', 'center_lat': 43.5094, 'center_lng': -80.4625, 'country': 'Canada', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 3406.348841126117}]"
7652674,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.8592,-122.4842); (37.9064,-122.0639)', 'center_lat': 37.9064, 'center_lng': -122.0639, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7670004,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(34.0522,-118.2428); (34.0736,-118.3994)', 'center_lat': 34.0522, 'center_lng': -118.2428, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(43.5094,-80.4625)', 'center_lat': 43.5094, 'center_lng': -80.4625, 'country': 'Canada', 'geographical_relationship:': 'cross border', 'haversine_distance_to_local': 3406.348841126117}]"
7679641,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.8592,-122.4842); (34.0522,-118.2428)', 'center_lat': 34.0522, 'center_lng': -118.2428, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7034582,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(52.2833,0.1333); (52.2048,0.1095)', 'center_lat': 52.2833, 'center_lng': 0.1333, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7075240,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(50.9087,0.576); (52.2833,0.1333)', 'center_lat': 52.2833, 'center_lng': 0.1333, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7088039,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(46.15,7.1807); (52.2833,0.1333); (46.15,7.1807); (51.8667,0.1667)', 'center_lat': 51.8667, 'center_lng': 0.1667, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
